index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,5,6,1,http://www.newindianexpress.com/business/news/Retail-onion-prices-continue-to-rule-at-Rs-60-70-per-kg/2013/10/02/article1815214.ece,59f96da6fd9ea79db8c974a509e8df60,No
2,5,6,2,http://www.newindianexpress.com/business/news/Government-Hikes-Onion-MEP-to-USD-500-Per-Tonne/2014/07/02/article2310957.ece,066ff49472e90fa4db25d7813261059a,No
3,5,6,3,http://indianexpress.com/article/cities/pune/pimpri-traders-hire-armed-security-guards-to-guard-their-most-precious-asset-onions/,eb2f2754c31743cfb138b72db4c632c3,No
4,5,6,4,http://www.newindianexpress.com/editorials/Its-Time-to-End-Onion-Politics/2015/09/02/article3006061.ece,b6b3972394b2f5ee72a1a53f5cc5c965,Yes
5,5,6,5,http://indianexpress.com/article/opinion/editorials/onion-lessons/,89758f0bbfa1fccbc4559b275cf48fad,Yes
6,5,6,6,http://indianexpress.com/article/india/india-others/modi-kejriwal-two-sides-of-same-coin-congress-on-onion-price-hike/,3b820aa9ff0557f13f52094e21b5e2d7,No
7,5,6,7,http://indianexpress.com/article/explained/lets-not-cry-over-onions/,1e54d467c25141f52b1464d2afed4ecb,No
8,5,6,8,http://www.newindianexpress.com/states/telangana/Drastic-Fall-in-Onion-Prices-Leave-Telangana-Farmers-Teary-Eyed/2016/02/27/article3299248.ece,0f424a0235c9e7f2b0aeb254404521b6,No
9,5,6,9,http://www.newindianexpress.com/cities/chennai/Spiralling-Prices-of-Pulses-and-Onions-Continue-to-Bring-Tears/2015/08/04/article2955640.ece,79a5a5f732ec2d1c01ee39dd68bf0ad4,No
10,5,6,10,http://www.newindianexpress.com/cities/chennai/Onions-Prices-Bring-Tears/2015/07/30/article2947234.ece,e5a3aa88acf28ea38364200e4319c5c3,No
11,5,1,1,http://indianexpress.com/article/india/india-others/onion-prices-fall-below-rs-50kg-at-lasalgaon-on-export-curbs/,f71464b0fd77a8bd6c396e49bca8bc21,No
12,5,1,2,http://indianexpress.com/article/india/india-others/wholesale-onion-prices-fall-from-rs-57kg-to-rs-48kg-at-lasalgaon/,95d0814b746ddc122cbeb3ff680434df,No
13,5,1,3,http://www.newindianexpress.com/nation/AAP-Government-Accuses-NAFED-of-Making-Misleading-Statement-on-Onion-Prices/2015/08/06/article2960296.ece,a264f956343f11afd82079d17c059340,No
14,5,1,4,http://indianexpress.com/article/cities/delhi/aap-govt-dismisses-charge-of-irregularity-in-onion-procurement/,47ac1bd0a746a28772efbe8c4622f4a8,No
15,5,1,5,http://indianexpress.com/article/business/business-others/wpi-inflation-at-4-54-pulses-onion-still-costly/,c86a8f90bbe07fa8a14c8195e3d677dc,No
16,5,1,6,http://indianexpress.com/article/india/india-others/export-curbs-bring-tears-to-maharashtras-onion-growers/,0fd5afed34b6d0bd05292c43be4c68c3,No
17,5,1,7,http://www.newindianexpress.com/states/odisha/Onion-Price-Rises-Again/2015/08/02/article2953239.ece,a15d5017735de84ecf1b7d24cc2b8ede,No
18,5,1,8,http://indianexpress.com/article/cities/delhi/acb-orders-probe-into-onion-sale-irregularities-in-delhi-kejrwal-govt-cries-foul/,afccff36c3bd00b4f35cbdca9302bd65,No
19,5,1,9,http://www.newindianexpress.com/states/odisha/Onion-Price-Rises-With-Fall-in-Odisha-Imports-Domestic-Supply/2015/07/26/article2941112.ece,cbf29bb6498958e6ce169fd339e44359,No
20,5,1,10,http://www.newindianexpress.com/states/kerala/Onion-Price-Hits-Record-High/2015/08/23/article2988696.ece,60ab37b73a366d7c9c79f2a0cbaecec3,No
21,5,5,1,http://indianexpress.com/article/india/india-news-india/price-crash-onions-bring-tears-this-time-to-farmers/,c6ee54892fb5dea16f4891cd61c5e350,No
22,5,5,2,http://indianexpress.com/article/india/india-others/you-wont-die-if-you-dont-eat-onions-rajasthan-minister-prabhu-lal-saini/,c18a8b5a4490353e9dd956ce8b506c1d,No
