2006-01-01,6.6083333333,11,35.6
2006-01-02,6.6083333333,11,35.6
2006-01-03,6.8095238095,11,56.6
2006-01-04,6.5513888889,11,907
2006-01-05,6.4358974359,11,352.5
2006-01-06,6.7388888889,11,40
2006-01-07,6.9333333333,11,72.2
2006-01-08,6.4828422074,11,176.5892857143
2006-01-09,6.702493747,11,232.3977040816
2006-01-10,6.7334175219,11,177.5297376093
2006-01-11,6.5199292111,11,132.2008603186
2006-01-12,6.633737837,11,165.336161551
2006-01-13,6.5935919817,11,143.1147108932
2006-01-14,6.5016165146,11,149.5552293248
2006-01-15,6.0205378608,11,155.1575874702
2006-01-16,6.4070893019,11,142.6721592113
2006-01-17,6.4038843176,11,148.8842545007
2006-01-18,6.3651193525,11,130.0974265805
2006-01-19,6.4019142918,11,117.2390143138
2006-01-20,6.3199373783,11,126.3337542388
2006-01-21,6.3221701706,11,136.0014990257
2006-01-22,6.3852486958,11,136.2490468828
2006-01-23,6.2701889919,11,125.9761765708
2006-01-24,6.1570768399,11,170.3851788524
2006-01-25,6.1882512027,11,130.1035415488
2006-01-26,5.9952025425,11,105.8762765277
2006-01-27,6.0372365813,11,116.4980073151
2006-01-28,6.0030700313,11,113.9014474752
2006-01-29,6.1534606563,11,132.9868291224
2006-01-30,5.8343778795,11,125.6014761752
2006-01-31,5.9118886922,11,106.1499610398
2006-02-01,5.8642005944,11,129.9796820424
2006-02-02,5.807413708,11,135.1962568495
2006-02-03,5.5964701775,11,97.4948332041
2006-02-04,5.7844252789,11,104.1967384369
2006-02-05,5.1399755157,11,113.3942889725
2006-02-06,5.5302520668,11,119.9188162325
2006-02-07,5.4458343918,10.5,94.3259996914
2006-02-08,5.4506029279,9.8928571429,95.5572633489
2006-02-09,5.2650849432,10.8996598639,81.800715017
2006-02-10,5.4476373653,9.7093658892,89.262013239
2006-02-11,5.3644188135,10.6755836688,96.6326653009
2006-02-12,5.4413354498,10.517367791,99.7109898132
2006-02-13,5.3834387371,9.5465815187,122.1078567778
2006-02-14,5.2946350338,9.3710334743,99.2206244299
2006-02-15,5.2338914929,9.1919186519,143.5367759685
2006-02-16,5.274312872,8.9930586413,175.4684113697
2006-02-17,5.2975308603,8.812576529,111.4376807515
2006-02-18,5.2487892923,9.6521760954,133.2572793532
2006-02-19,5.1054294581,9.2932779128,110.848755675
2006-02-20,5.1265596412,8.6787464561,162.5278237249
2006-02-21,5.1084429198,8.5629763644,149.3830885393
2006-02-22,5.0790208105,8.4471229323,208.7731529819
2006-02-23,5.0889779733,8.3289059892,162.9308629275
2006-02-24,5.0869787156,8.204854548,175.0757699468
2006-02-25,5.0708353418,8.7433019304,157.634114821
2006-02-26,5.0641544798,8.5150276801,129.4114446471
2006-02-27,5.1102894135,8.1096440758,172.1951537522
2006-02-28,5.0282891602,8.0330610404,167.3795283468
2006-03-01,5.0262070333,7.9562577935,164.3422665969
2006-03-02,4.9919836367,7.8777846327,195.8075067805
2006-03-03,4.9775990298,7.7958046587,170.3148911581
2006-03-04,4.9542727947,8.151941806,183.8441530154
2006-03-05,4.7438234035,8.0011955168,139.7446575443
2006-03-06,4.9202864756,7.733179689,150.9512448878
2006-03-07,4.9059844683,7.6825737134,139.6681900979
2006-03-08,4.8541813331,7.6318336486,172.2290622624
2006-03-09,4.8589799193,7.5799951441,144.8734811942
2006-03-10,4.8148602292,7.5258323524,158.8730772013
2006-03-11,4.8090405737,7.7611757136,191.5562084229
2006-03-12,4.6494379884,7.6615289117,139.4846918997
2006-03-13,4.6925913789,6.9844502818,166.629580733
2006-03-14,4.8091293703,6.8438703606,124.5007512087
2006-03-15,4.79080805,7.5214853877,157.4307188208
2006-03-16,4.7047779527,6.7256727061,157.8480700588
2006-03-17,4.7535684334,6.5848046071,165.405691204
2006-03-18,4.7039803754,7.1841672621,165.6194099926
2006-03-19,4.5221110893,6.9877518876,136.912872708
2006-03-20,4.6647511638,6.4732294757,180.2465517876
2006-03-21,4.5268233281,6.3657874986,124.3523302424
2006-03-22,4.5856070032,6.2485594153,175.8648540596
2006-03-23,4.658602706,6.1474859529,162.3721468583
2006-03-24,4.6186839503,6.0417936519,130.9946886853
2006-03-25,4.6014153088,6.516107262,116.7768303447
2006-03-26,4.6085544268,6.3192716397,155.8372869746
2006-03-27,4.6219756319,5.9631680337,119.6351824018
2006-03-28,4.5388625509,5.8967395616,171.5856451605
2006-03-29,4.5569881973,5.8304556836,137.5868195048
2006-03-30,4.5701067493,5.7625331121,114.4303600977
2006-03-31,4.5653809975,5.6913782135,129.121992509
2006-04-01,4.6014237808,6.0012495115,128.0034150293
2006-04-02,4.4469399205,5.8693397152,106.7292437267
2006-04-03,4.6129800575,5.636894606,100.4153882859
2006-04-04,4.5604596343,5.5929543145,109.0344902034
2006-04-05,4.6096627808,5.5488784233,122.34233742
2006-04-06,4.3355801217,5.7751117414,92.9715922296
2006-04-07,4.5080491773,5.5149104494,109.1245453083
2006-04-08,4.4895719508,5.689718942,90.6299311995
2006-04-09,4.3958173481,5.6203108556,83.4214308432
2006-04-10,4.4707276786,5.4730767152,108.6432272865
2006-04-11,4.2833349228,5.6195869665,77.7266214478
2006-04-12,4.403832559,5.4442227951,89.0490023192
2006-04-13,4.3945437788,5.4075306916,97.5660260906
2006-04-14,4.3008269586,5.5850910463,86.2732188813
2006-04-15,4.3754120841,5.5380198757,88.7233286706
2006-04-16,4.0708456291,5.5068609689,69.5790588547
2006-04-17,4.1992883359,5.385794786,116.943092013
2006-04-18,4.2328841961,5.3577039422,99.9267097206
2006-04-19,4.2533574202,5.3319433525,126.6633715597
2006-04-20,4.2413716735,5.3037525955,106.3408285286
2006-04-21,4.282554367,5.2722205099,121.8492639383
2006-04-22,4.3843381042,5.3941195843,167.0142351627
2006-04-23,4.0431934337,5.3467085823,99.8743453898
2006-04-24,4.2802501739,5.2525921389,152.1675086547
2006-04-25,4.3972907162,5.2350601484,248.9759478557
2006-04-26,4.3904975103,5.2175252958,238.4633097807
2006-04-27,4.4205803648,5.1996930892,250.8046572505
2006-04-28,4.4384502892,5.1811192419,223.0719191334
2006-04-29,4.4459144277,5.2626920995,212.3659016587
